,date,username,text,hashtags,url,user_desc
0,2021-11-17 15:59:46+00:00,jonliedtke,Don't IED the assembly linewindsorstar.comWindsor police arrest suspect in Windsor Assembly Plant,,https://twitter.com/jonliedtke/status/1461001121632296968,"Cohost/producer @rcpwindsor  @bizxmagazine @am800cklw @Nefidovs
BA Hist/Poli. CAJ. Owned community & cannabis biz(s). Jewish/Samish Indian"
1,2021-11-27 05:04:41+00:00,Dleetafterdeath,New kind of IED in Yemen this is the second time I've seen this drone its just an electric magnet that releases a mortar shell. Can't be very effective but hey maybe they will innovate some more and get a quality reusable bomb,,https://twitter.com/Dleetafterdeath/status/1464460145350656000,"Investigative journalist, specializing in global politics, genocide, war crimes, terrorism, torture, crimes against humanity. #jinjiyanazadi #nopasaran #BDS "
2,2021-10-20 11:41:46+00:00,MSchroeder77,"Unusual IED made from an APM (PMN-2?) case discovered in Lebanon. According to Lebanese authorities, it was 'intended for remote detonation.'  this",,https://twitter.com/MSchroeder77/status/1450789334710427648,"Senior researcher, @SmallArmsSurvey, covering arms trafficking, illicit weapons (incl MANPADS), and conventional weapons threat mitigation. @dallascowboys fan."
3,2021-10-16 17:34:00+00:00,EggleSupper,beledeweyn town was secured but today got IED explosive 3 are gone and 6 are wounded.christian,,https://twitter.com/EggleSupper/status/1449428425953873925,
4,2021-09-28 08:35:32+00:00,akbarth3great,#worldnews Irony as IED placed by Al Shabaab kills 15 of its own militants in Kenya ,['worldnews'],https://twitter.com/akbarth3great/status/1442769934996541443,I work on self driving cars for a living // Autopilot @Tesla
5,2021-11-13 09:05:01+00:00,pradiprsagar,"Colonel Viplav Tripathi's family was coming back from an event in Imphal, when attacked. First IED blast then firefight by the insurgents . PLA suspected to be behind the deadly",,https://twitter.com/pradiprsagar/status/1459447198173720581,"Journalist with The Week Magazine...Writes on issues of Indian defence and strategic affairs.. Formerly with @NewIndianXpress, @dna"
6,2021-10-20 22:31:36+00:00,PNIDigital,"Two FC soldiers, two policemen embraced martyrdom in IED blast at Bajaur -pni.net.pkTwo FC soldiers, two policemen embraced martyrdom in IED blast at BajaurTwo FC soldiers, two policemen embraced martyrdom in IED blast at",,https://twitter.com/PNIDigital/status/1450952871176982528,"#Pakistan's only #Multilingual #Global #Credible #NewsPortal 
#LatestNews #BreakingNews #UrduNews #EnglishNews #ChineseNews #ArabicNews #HindiNews
pni.net.pk/en"
7,2021-11-16 13:14:37+00:00,InstEngDes,Congratulations to IED Trustee Dr Eujin Pei for his nomination for 'Leadership' in the BSi Standards Makers Awards #leadership,"['leadership', 'bsistandards']",https://twitter.com/InstEngDes/status/1460597172332732418,Institution of Engineering Designers : Passionate about design we aim to Support Inspire Achieve
8,2021-09-15 14:18:52+00:00,InstEngDes,Huge congratulations to IED Trustee Phil Sewell on becoming Professor and Head of Department of Design and Engineering at Bournemouth University.13,,https://twitter.com/InstEngDes/status/1438145297197060102,Institution of Engineering Designers : Passionate about design we aim to Support Inspire Achieve
9,2021-09-15 14:18:52+00:00,InstEngDes,Huge congratulations to IED Trustee Phil Sewell on becoming Professor and Head of Department of Design and Engineering at Bournemouth University.13Sameep Shastri,,https://twitter.com/InstEngDes/status/1438145297197060102,Institution of Engineering Designers : Passionate about design we aim to Support Inspire Achieve
10,2021-09-05 14:15:52+00:00,Who_Dis_1442,#Syria - Afrin One civilian was killed and others reported wounded after an IED planted in a car exploded in the al-Ashrafiya district of the city.2MEHONX,['Syria'],https://twitter.com/Who_Dis_1442/status/1434520661771309058,"#ᴼˢⁱⁿᵗ 
#ᴮᵃⁿˢʰᵃʳⁱᵃ #ᴺᵒᴰᴹ #ˡⁱⁿᵘˣ
ᵐʸ ˢⁱˢᵗᵉʳ/ᶠʳⁱᵉⁿᵈ @35raiseup
baby sis @9innel &&
my girl has my heart "
11,2021-09-05 14:15:52+00:00,Who_Dis_1442,#Syria - Afrin One civilian was killed and others reported wounded after an IED planted in a car exploded in the al-Ashrafiya district of the city.0:0932 views2MEHONX,['Syria'],https://twitter.com/Who_Dis_1442/status/1434520661771309058,"#ᴼˢⁱⁿᵗ 
#ᴮᵃⁿˢʰᵃʳⁱᵃ #ᴺᵒᴰᴹ #ˡⁱⁿᵘˣ
ᵐʸ ˢⁱˢᵗᵉʳ/ᶠʳⁱᵉⁿᵈ @35raiseup
baby sis @9innel &&
my girl has my heart "
12,2021-10-27 14:03:39+00:00,txsnipergirl,"Every year since getting married, I've dreaded October 27th. It's the 18th anniversary of my husband's IED accident. Certain dates are triggers for him. I hate",['PTSD'],https://twitter.com/txsnipergirl/status/1453361756118650885,Catholic  Veteran's Wife  Mother  Guns  Sports Fanatic #22ADAY Follow my girl @candiceb80 she's funny asf!
13,2021-11-02 04:25:18+00:00,CheshirePlays,Fucking cishets having a gender reveal at the park while everyone was relaxing and having a good time. I'm sad your IED didn't blow your fuckkng hands,,https://twitter.com/CheshirePlays/status/1455390537767288832,"Freelance writer @ PUREMTGO.COM  MTG EDH  Commander the Distancing and CMDR Crunch & Nerd Ranch co-host
Pronouns: He/Him"
14,2021-11-02 04:25:18+00:00,CheshirePlays,Fucking cishets having a gender reveal at the park while everyone was relaxing and having a good time. I'm sad your IED didn't blow your fuckkng hands off.4karanvir kasana,,https://twitter.com/CheshirePlays/status/1455390537767288832,"Freelance writer @ PUREMTGO.COM  MTG EDH  Commander the Distancing and CMDR Crunch & Nerd Ranch co-host
Pronouns: He/Him"
15,2021-09-28 11:20:39+00:00,DankLeftScum,Irony as IED placed by Al Shabaab kills 15 of its own militants in Kenya  #donaldtrump #world #american #news,"['donaldtrump', 'world', 'american', 'news']",https://twitter.com/DankLeftScum/status/1442811486225813505,Fully-Automatic Luxury Outer Space Communism
16,2021-09-28 11:20:39+00:00,DankLeftScum,Irony as IED placed by Al Shabaab kills 15 of its own militants in Kenya  #donaldtrump #world #american #news,"['donaldtrump', 'world', 'american', 'news']",https://twitter.com/DankLeftScum/status/1442811486225813505,Fully-Automatic Luxury Outer Space Communism
17,2021-09-29 18:34:34+00:00,rmaghrebi,"#BurkinaFaso: Military supply vehicle struck an IED on Djibo-Gaskindé road today in Soum Province, #Sahel region. At least 5 soldiers killed and 1 injured.Quote TweetSahel Security","['BurkinaFaso', 'Sahel']",https://twitter.com/rmaghrebi/status/1443283074104631304,"Everything Sahel and Lake Chad Basin conflict advisor, Senior Fellow at @policycenterNS (PCNS), Associate Fellow @clingendaelorg."
18,2021-11-08 14:01:02+00:00,TheHALOTrust,"HALO Iraq, Syria and Libya trainees have been on an IED Disposal course in Jordan. Feras takes part in the training - here he is conducting a tripwire drill as part of the approach to a buried dummy improvised",,https://twitter.com/TheHALOTrust/status/1457709752243433473,"We are the world's largest humanitarian landmine clearance charity.

We create safe & secure communities in 25+ countries & territories."
19,2021-11-01 16:46:12+00:00,TheHALOTrust,How does an IED work? Watch our Technical Advisor Adam talk through a dummy device that our trainees are shown how to make safe.1027Arthur,,https://twitter.com/TheHALOTrust/status/1455214604691382277,"We are the world's largest humanitarian landmine clearance charity.

We create safe & secure communities in 25+ countries & territories."
20,2021-11-17 11:33:09+00:00,AfghanistanTime,A bomb blast rocked Dasht- e-Barchi neighborhood in western Kabul on Wednesday afternoon. Witnesses say three dead bodies were scattered on the scene where a car was targeted by an IED attack.479Ariana,,https://twitter.com/AfghanistanTime/status/1460934026479423515,All the News That Matter
21,2021-11-22 23:47:09+00:00,deskmenu,"Lost my leg to an IED in tourney once, DBFZ is a dangerous gameQuote",,https://twitter.com/deskmenu/status/1462930683094048768,smiles only :)
22,2021-10-21 11:46:20+00:00,News18Jammu,"Kg IED Recovered by army In Ratanpeer Area Of Surnkote Tehsil of Poonch District,221Greater",,https://twitter.com/News18Jammu/status/1451152870678560776,"News18 Jammu, Network18 Group caters to News & information to the Jammu viewers. Network18 Group is presently the largest Television Network in  India."
23,2021-10-21 10:45:27+00:00,News18Jammu,IED detected on Baramulla Handwara Highway near Saidpora Rafiabad area. Police and security forces on the spot. Traffic temporarily suspended.13Afternoon,,https://twitter.com/News18Jammu/status/1451137549825556489,"News18 Jammu, Network18 Group caters to News & information to the Jammu viewers. Network18 Group is presently the largest Television Network in  India."
24,2021-10-21 04:31:49+00:00,News18Jammu,IED spoted on Baramulla Handwara Highway near Saidpora Rafiabad area. Police and security forces reached the spot. Traffic temporarily,,https://twitter.com/News18Jammu/status/1451043521520037894,"News18 Jammu, Network18 Group caters to News & information to the Jammu viewers. Network18 Group is presently the largest Television Network in  India."
25,2021-10-21 04:31:49+00:00,News18Jammu,IED spoted on Baramulla Handwara Highway near Saidpora Rafiabad area. Police and security forces reached the spot. Traffic temporarily stoped.113Abd. Sayed ترمذی,,https://twitter.com/News18Jammu/status/1451043521520037894,"News18 Jammu, Network18 Group caters to News & information to the Jammu viewers. Network18 Group is presently the largest Television Network in  India."
26,2021-09-27 03:13:41+00:00,MrZokar,Terrorists who Threw an IED to the COVID-19 Prevention Checkpoint Arrested,,https://twitter.com/MrZokar/status/1442326552822235142,
27,2021-09-27 03:13:41+00:00,MrZokar,Terrorists who Threw an IED to the COVID-19 Prevention Checkpoint Arrested,,https://twitter.com/MrZokar/status/1442326552822235142,
28,2021-11-16 22:37:44+00:00,STXparanormal,Then the antifa bomber sets off his IED backpack.Quote TweetWill,,https://twitter.com/STXparanormal/status/1460738884770353154,"Navy and Air Force veteran.  investigate ghosts,UFO's, the paranormal.  informing people about what the Gov controlled media will not."
29,2021-10-25 07:48:33+00:00,dperi84,"Indian & US Armies carried out combined Counter IED and Counter Unmanned Aerial Systems (C-UAS) training during ongoing Ex #YudhAbhyas at Equipment Simulator Training Area, Anchorage, Alaska. Also took part in demo of a Drone Buster Gun",['YudhAbhyas'],https://twitter.com/dperi84/status/1452542582026739713,"Defence Correspondent @the_hindu | @cheveningfco Fellow, Ex @Claws_india | Ex Biologist @TIFRScience @csiriict | Defence, Geopolitics, Energy, Climate Change"
30,2021-11-20 06:58:06+00:00,otvnews,Jeypore: BSF personnel defuse IED planted by Maoists at Pujariput forest on #Odisha-Chhattisgarh border during a search operation135Sambad,['Odisha'],https://twitter.com/otvnews/status/1461951973817675778,"If something on Odisha is not on odishatv.in, it is unlikely to be elsewhere...
YouTube:bit.ly/3fuujgk
Telegram:t.me/otvtelegram
Facebook:fb.com/otvnews"
31,2021-11-20 06:20:54+00:00,otvnews,"Jharkhand | An attempt was made to blow up a railway track between Lota and Sonua, under Sonua police station area in Chaibasa. IED was planted; minor damage to track. Line restored completely: Chaibasa Police",,https://twitter.com/otvnews/status/1461942611531296768,"If something on Odisha is not on odishatv.in, it is unlikely to be elsewhere...
YouTube:bit.ly/3fuujgk
Telegram:t.me/otvtelegram
Facebook:fb.com/otvnews"
32,2021-10-08 09:09:56+00:00,otvnews,A bomb disposal squad has diffused an IED after it was detected by security forces on Achabal- Kokernag Road in South Kashmir’s Anantnag: Jammu and Kashmir Police3564ROUF,,https://twitter.com/otvnews/status/1446402472310759425,"If something on Odisha is not on odishatv.in, it is unlikely to be elsewhere...
YouTube:bit.ly/3fuujgk
Telegram:t.me/otvtelegram
Facebook:fb.com/otvnews"
33,2021-10-31 21:09:30+00:00,LyrikalBeauty,Mommy tt ied to be a photographer #anaispriscillaann #anais #anaisatthepark #jackierobinsonpark #igmomtivitygroup #mamagainsgroup #iphonephotographyinstagram.comAnais Priscilla-Ann Morris,"['anaispriscillaann', 'anais', 'anaisatthepark', 'jackierobinsonpark', 'igmomtivitygroup', 'mamagainsgroup', 'iphonephotography']",https://twitter.com/LyrikalBeauty/status/1454918476175495168,"Natural hair stylist/artist|poet|writer. I love what I do, so I do it well. Founder of naturalhairaddiction & Myrick Hair. Reaching for the stars and beyond. "
34,2021-11-21 13:23:16+00:00,vansh_h1,BSF intelligence helps recover IED placed at under construction roadside pavement. #NaxalFreeIndia #Failed_NaxalAttempt #alertbsfIron,"['NaxalFreeIndia', 'Failed_NaxalAttempt', 'alertbsf']",https://twitter.com/vansh_h1/status/1462411288345292801,"    
My hobbies:- Study, Singing, Travel, Cricket and Talk with people. & Love Always SSR ."
35,2021-09-03 18:00:02+00:00,FNW_IT,IED in mostra a “The Lost Graduation Show” al Supersalone ,,https://twitter.com/FNW_IT/status/1433852298162278401,"FashionNetwork.com, magazine online riservato ai professionisti della moda con più di 800.000, pubblica newsletters quotidiane in 10 lingue nel mondo."
36,2021-09-03 18:00:02+00:00,FNW_IT,IED in mostra a “The Lost Graduation Show” al Supersalone ,,https://twitter.com/FNW_IT/status/1433852298162278401,"FashionNetwork.com, magazine online riservato ai professionisti della moda con più di 800.000, pubblica newsletters quotidiane in 10 lingue nel mondo."
37,2021-09-09 12:45:25+00:00,jaxIoI,"pro tip: put discord servers on watchlists by sending IED recipes disguised as lemon bars (they are not lemon bars, they are explosives)223Show this threadGrimes’ Former* Drug Dealer",,https://twitter.com/jaxIoI/status/1435947450016075782,ilyjax#6666 ¬ i play games ¬ she/they
38,2021-11-24 20:34:58+00:00,hunter_shai,And their oxygen is to poor badly because they didn’t care empowered what?reason? Because hates new. No S. It was service them hap ied .s’ It’s told respond not rich extra .FITMA - Feria Int. de Tecnología y,,https://twitter.com/hunter_shai/status/1463607096021291010,
39,2021-11-13 13:34:58+00:00,UNIT54777,"#Afghanistan : Explosion reported in Kabul. According to initial reports, a minivan was targeted prolly in an IED attack.Quote",['Afghanistan'],https://twitter.com/UNIT54777/status/1459515133592440835,"Interested in Geopolitics, National Security Issues, Wars/ Conflicts, History, Religion, Law. Previous A/C's (Lochem566 & 38th Parallel) -- SUSPENDED."
40,2021-11-13 08:14:05+00:00,UNIT54777,Balochistan: 4-6 people were injured in a bomb blast targeting a police van in Nawa Killi area of Quetta. The IED was planted in a motorcycle.From Asim khan2Arab News,,https://twitter.com/UNIT54777/status/1459434379776716800,"Interested in Geopolitics, National Security Issues, Wars/ Conflicts, History, Religion, Law. Previous A/C's (Lochem566 & 38th Parallel) -- SUSPENDED."
41,2021-11-13 08:14:05+00:00,UNIT54777,Balochistan: 4-6 people were injured in a bomb blast targeting a police van in Nawa Killi area of Quetta. The IED was planted in a motorcycle.0:101.1K viewsFrom Asim khan2Arab News,,https://twitter.com/UNIT54777/status/1459434379776716800,"Interested in Geopolitics, National Security Issues, Wars/ Conflicts, History, Religion, Law. Previous A/C's (Lochem566 & 38th Parallel) -- SUSPENDED."
42,2021-11-13 08:14:05+00:00,UNIT54777,Balochistan: 4-6 people were injured in a bomb blast targeting a police van in Nawa Killi area of Quetta. The IED was planted in a motorcycle.1.1K views0:01 / 0:11From Asim khan2Arab News,,https://twitter.com/UNIT54777/status/1459434379776716800,"Interested in Geopolitics, National Security Issues, Wars/ Conflicts, History, Religion, Law. Previous A/C's (Lochem566 & 38th Parallel) -- SUSPENDED."
43,2021-11-13 07:15:00+00:00,UNIT54777,IED attack kills 2 Pakistani FC soldiers in Bajaur district. (TTP has declared a ceasefire)Quote TweetIftikhar,,https://twitter.com/UNIT54777/status/1459419511682060294,"Interested in Geopolitics, National Security Issues, Wars/ Conflicts, History, Religion, Law. Previous A/C's (Lochem566 & 38th Parallel) -- SUSPENDED."
44,2021-10-22 14:01:22+00:00,UNIT54777,Balochistan: Baloch Liberation Army claims responsibility for IED attack targeting Pakistani soldiers in Shahrag area of Bolan. 2 soldiers were allegedly killed & 2 others were,,https://twitter.com/UNIT54777/status/1451549242741313542,"Interested in Geopolitics, National Security Issues, Wars/ Conflicts, History, Religion, Law. Previous A/C's (Lochem566 & 38th Parallel) -- SUSPENDED."
45,2021-10-22 14:01:22+00:00,UNIT54777,Balochistan: Baloch Liberation Army claims responsibility for IED attack targeting Pakistani soldiers in Shahrag area of Bolan. 2 soldiers were allegedly killed & 2 others were injured.15Meglio,,https://twitter.com/UNIT54777/status/1451549242741313542,"Interested in Geopolitics, National Security Issues, Wars/ Conflicts, History, Religion, Law. Previous A/C's (Lochem566 & 38th Parallel) -- SUSPENDED."
46,2021-10-21 13:21:43+00:00,UNIT54777,Balochistan: Baloch Liberation Army claims IED attack targeting a foot patrol of Pakistani soldiers today in Harnai. 2 soldiers were allegedly,,https://twitter.com/UNIT54777/status/1451176878178377739,"Interested in Geopolitics, National Security Issues, Wars/ Conflicts, History, Religion, Law. Previous A/C's (Lochem566 & 38th Parallel) -- SUSPENDED."
47,2021-10-09 01:43:13+00:00,UNIT54777,Islamic State claims its first attack in Uganda. A police vehicle was targeted in an IED attack yesterday in Kawempe area of Kampala city.Quote,,https://twitter.com/UNIT54777/status/1446652439050870785,"Interested in Geopolitics, National Security Issues, Wars/ Conflicts, History, Religion, Law. Previous A/C's (Lochem566 & 38th Parallel) -- SUSPENDED."
48,2021-09-25 14:45:06+00:00,UNIT54777,"Balochistan: Baloch Liberation Army claims IED attack targeting a patrolling convoy of Pakistani military in Safar Bash area of Shahrag, Bolan. 4 personnel were allegedly killed and two others were injured.111Show this threadSANGAM RANA",,https://twitter.com/UNIT54777/status/1441775777096167424,"Interested in Geopolitics, National Security Issues, Wars/ Conflicts, History, Religion, Law. Previous A/C's (Lochem566 & 38th Parallel) -- SUSPENDED."
49,2021-09-25 07:46:53+00:00,UNIT54777,"Attacks in Jalalabad continue. At around 8:00 am, a Taliban vehicle was targeted in an IED attack near Siraj-ul-Emarat garden in PD01 of Jalalabad.Quote TweetAśvaka - آسواکا News Agency",,https://twitter.com/UNIT54777/status/1441670526657650692,"Interested in Geopolitics, National Security Issues, Wars/ Conflicts, History, Religion, Law. Previous A/C's (Lochem566 & 38th Parallel) -- SUSPENDED."
50,2021-09-22 16:31:31+00:00,UNIT54777,Balochistan: Baloch Liberation Army claims targeting Eagle Squad of Pakistani police today in an IED attack on Sariab road near Musa colony in Quetta. 2 cops were wounded in the attack.2Conexiones Creativas,,https://twitter.com/UNIT54777/status/1440715393501302792,"Interested in Geopolitics, National Security Issues, Wars/ Conflicts, History, Religion, Law. Previous A/C's (Lochem566 & 38th Parallel) -- SUSPENDED."
51,2021-09-20 08:05:00+00:00,UNIT54777,Taliban *defused* an IED today in PD04 of Jalalabad city.Quote TweetMuhammad Jalal,,https://twitter.com/UNIT54777/status/1439863148215824384,"Interested in Geopolitics, National Security Issues, Wars/ Conflicts, History, Religion, Law. Previous A/C's (Lochem566 & 38th Parallel) -- SUSPENDED."
52,2021-09-16 06:35:23+00:00,UNIT54777,Baloch Liberation Army claims targeting a supply vehicle of Pakistan army in an IED attack in Jafari area of Bolan on Tuesday.3bot,,https://twitter.com/UNIT54777/status/1438391043649519620,"Interested in Geopolitics, National Security Issues, Wars/ Conflicts, History, Religion, Law. Previous A/C's (Lochem566 & 38th Parallel) -- SUSPENDED."
53,2021-09-08 16:55:22+00:00,UNIT54777,Two Pakistan Army soldiers were killed in an IED attack in Dosalli area of North Waziristan on Tuesday. The deceased soldiers have been identified as: 1) Sepoy Zia Akram (25) & 2) Sepoy Musawwar Khan (20).1,,https://twitter.com/UNIT54777/status/1435647966165880834,"Interested in Geopolitics, National Security Issues, Wars/ Conflicts, History, Religion, Law. Previous A/C's (Lochem566 & 38th Parallel) -- SUSPENDED."
54,2021-09-18 08:06:06+00:00,chrispydog,Nor dying with your guts ripped out by a Vietcong IED or bleeding to death after a botched backyard abortion. How many hypocritical juices you got to baste this awful take in anyway?Quote TweetGray Connolly,,https://twitter.com/chrispydog/status/1439138648549588996,
55,2021-11-03 03:11:56+00:00,Vamshi60077253,Heart-wrenching. Lt Rishi Kumar died in an IED blast while guarding the LoC against Pakistani terrorists trying to cross over. The media was busy covering the gallantry of Aryan Khan's release on bail in the drugs,,https://twitter.com/Vamshi60077253/status/1455734462608654338,
56,2021-11-03 03:11:56+00:00,Vamshi60077253,Heart-wrenching. Lt Rishi Kumar died in an IED blast while guarding the LoC against Pakistani terrorists trying to cross over. The media was busy covering the gallantry of Aryan Khan's release on bail in the drugs case.0:299,,https://twitter.com/Vamshi60077253/status/1455734462608654338,
57,2021-09-18 15:17:20+00:00,Cydad,"Grading some #PLTW IED concept sketching this morning. Fun to see how good some of these sketches are, and we've just started the class.216simon.le",['PLTW'],https://twitter.com/Cydad/status/1439247173833605123,"Husband and father of 2 sons, follower of Jesus.  Teacher of Industrial Technology @ WHS"
58,2021-11-07 03:01:20+00:00,NFSLeague,Week 4 #NFSHotPursuitRemastered IED vs ATL Live Now IED  ATL  HP Remastered IED VS,['NFSHotPursuitRemastered'],https://twitter.com/NFSLeague/status/1457181346137214981,"The Official Twitter of the NFS League |
Est. Nov 2020 | Competitive NFS Racing  | Acct Managed by @XCLLuckyCharmz & @NurseJoy93 | discord.gg/mjDE9WRrz8"
59,2021-10-25 00:54:14+00:00,NFSLeague,AN vs IED Live Now #NFSHotPursuitRemastered AN  IED  - TwitchJust a Pokemon playing some games here and there.,['NFSHotPursuitRemastered'],https://twitter.com/NFSLeague/status/1452438316255571968,"The Official Twitter of the NFS League |
Est. Nov 2020 | Competitive NFS Racing  | Acct Managed by @XCLLuckyCharmz & @NurseJoy93 | discord.gg/mjDE9WRrz8"
60,2021-10-25 12:55:46+00:00,dystrophin,"Kurdish-majority areas in northeastern Syria are safe havens for the PKK. They are murdering ordinary Syrians with ied or mortar attacks. Turkey wants to prevent them from terrorising the area, before it's too late.Quote TweetOz",,https://twitter.com/dystrophin/status/1452619895938686979,
61,2021-09-05 12:57:38+00:00,estateexpert1,"   .  (  ) ℙ     "" . Born in Karachi was commissioned in 2009, served the army for 10 years, embraced Shahadat in 2019 at Pak Afghan Border in an IED blast. #DefenceDay #EstateExpert2","['DefenceDay', 'EstateExpert']",https://twitter.com/estateexpert1/status/1434500972265549836,"Estate Expert is a Real Estate Marketing Agency Based in Islamabad. Estate Expert Gives You Best Property Advises for any type of buy, rent, and sell services."
62,2021-09-05 12:57:38+00:00,estateexpert1,"   .  (  ) ℙ     "" . Born in Karachi was commissioned in 2009, served the army for 10 years, embraced Shahadat in 2019 at Pak Afghan Border in an IED blast. #DefenceDay #EstateExpert2","['DefenceDay', 'EstateExpert']",https://twitter.com/estateexpert1/status/1434500972265549836,"Estate Expert is a Real Estate Marketing Agency Based in Islamabad. Estate Expert Gives You Best Property Advises for any type of buy, rent, and sell services."
63,2021-11-09 02:41:01+00:00,Panther7112,Assam Rifles have seized 250 kg of IED along the India-Myanmar border.341409mari • mclaren,,https://twitter.com/Panther7112/status/1457901007329841154,"Nation First , धर्मो रक्षति रक्षितः"
64,2021-10-21 11:53:13+00:00,Panther7112,Kg IED Recovered by army In Ratanpeer Area Poonch Second recovery of the day247381AMARVEER,,https://twitter.com/Panther7112/status/1451154603689398272,"Nation First , धर्मो रक्षति रक्षितः"
65,2021-10-21 04:34:32+00:00,Panther7112,IED spoted on Baramulla Handwara Highway . Traffic temporarily,,https://twitter.com/Panther7112/status/1451044205267095555,"Nation First , धर्मो रक्षति रक्षितः"
66,2021-10-19 05:20:22+00:00,Panther7112,"Alert issued in Assam of possible IED attack , Alert issued in URI of possible attack on hydro projects Alert issued in",,https://twitter.com/Panther7112/status/1450330964786249733,"Nation First , धर्मो रक्षति रक्षितः"
67,2021-09-18 14:14:54+00:00,Panther7112,"Tehreek-e-Taliban Pakistan (TTP) has claimed responsibility for IED attack on foot patrolling occupying forces in BajaurAgency today, eliminating two porkis735363ATB",,https://twitter.com/Panther7112/status/1439231461299605508,"Nation First , धर्मो रक्षति रक्षितः"
68,2021-11-02 12:20:20+00:00,reacher3600,"#BREAKING : IED Blast in Kharan district of occupied Balochistan, Pakistan. Many Casualties and",['BREAKING'],https://twitter.com/reacher3600/status/1455510084755378176,"An Indian, A hardcore hindu and an Indian armed forces fan by heart"
69,2021-10-08 13:08:02+00:00,wiltshirepolice,PCSO Corie Mapp. Corie fought back after losing both legs in Afghanistan IED explosion. His resilience and journey is awe-inspiring and now a para bobsleigh champ too.,,https://twitter.com/wiltshirepolice/status/1446462389524762636,"Welcome to the Wiltshire Police Twitter page. Contact us on 101, or 999 in an emergency. Please do not use Twitter to report crime."
70,2021-10-08 13:08:02+00:00,wiltshirepolice,PCSO Corie Mapp. Corie fought back after losing both legs in Afghanistan IED explosion. His resilience and journey is awe-inspiring and now a para bobsleigh champ too.  Sayed ترمذی,,https://twitter.com/wiltshirepolice/status/1446462389524762636,"Welcome to the Wiltshire Police Twitter page. Contact us on 101, or 999 in an emergency. Please do not use Twitter to report crime."
71,2021-11-25 16:49:30+00:00,youngreezyry,she got an ied because that pussy explosive2Evan,,https://twitter.com/youngreezyry/status/1463912741500977154,the group photographer
72,2021-10-19 04:42:38+00:00,Adorebby,"Nigerian, Cameroonian troops eliminate Boko Haram-ISWAP fighters as IED kills others ",,https://twitter.com/Adorebby/status/1450321467363708933,Am a cul nd loveable person to b wt
73,2021-10-18 10:01:52+00:00,axap_news,Troops raid markets where terrorists buy IED materials to make explosives  عيـد || AHMED,,https://twitter.com/axap_news/status/1450039420745240579,"Your Best News Source for the latest news and information around the world. We bring you live updates from events, politics, sports, fashion and more!"
74,2021-09-07 15:04:16+00:00,positivewity,#bringbackmeghupdates #meghupdates Breaking: 2 Pak Armymen eliminated in an IED strike by TTP rebels in North WaziristanPakistan News,"['bringbackmeghupdates', 'meghupdates']",https://twitter.com/positivewity/status/1435257616091987970,#AI #ML | Novice Yoga practitioner | Dad | Tweets may have Sarcasm | No interaction with me in your TL = Unfollow. Doesn’t matter how big your ID is 
75,2021-11-28 11:39:43+00:00,roseliacream,Kitchen smells like we're having ied tomorrowTamer Badawi تامر,,https://twitter.com/roseliacream/status/1464921945254731776,cat & my-happy-place acc 
76,2021-10-20 18:31:42+00:00,Mehmertw,"Geolocation of IED in #Damascus 33°30'48""N 36°17'19""EQuote",['Damascus'],https://twitter.com/Mehmertw/status/1450892496897257477,GEOINT
77,2021-10-19 04:42:09+00:00,adeyeanca,"Nigerian, Cameroonian troops eliminate Boko Haram-ISWAP fighters as IED kills others",,https://twitter.com/adeyeanca/status/1450321347519856647,A̶̲̥̅ frm lasgidi  L̲ν̲є̲ adventure n takin risk! Haters back off!!
78,2021-10-15 18:49:55+00:00,arad_deen,Taliban: Apple are infidels! This is against Shariah and we will not stand for censorship. *picks up iPhone to order IED strike*Quote,,https://twitter.com/arad_deen/status/1449085144686530564,Afghan-American | Physician | Husband & father | Yearning for a peaceful Afghanistan
79,2021-09-29 21:23:53+00:00,GaelAmadan,"This, a special supper, fresh Haddock in breadcrumbs deep fr ied to perfection, chips and malt vinegar.4Djakaridia",,https://twitter.com/GaelAmadan/status/1443325683913080840,"Proud Scot. Saor Alba Gu Brath. Wha daur meddle wi'. Nemo me impune lacessit.
MDD, PDD. The black dog of depression, Anhedonia.  
Trapped in the USA,"
80,2021-11-11 08:54:00+00:00,airnewsalerts,"#Chhattisgarh: In a joint search operation, the 38th Battalion ITBP along with State Police recovered many firearms, IED components and naxal literature in the Jungles of Budhanchapar, Bortalav, Rajnandgaon.1383Guido",['Chhattisgarh'],https://twitter.com/airnewsalerts/status/1458719647050649602,"Official account of News Services Division, All India Radio.

हिंदी के समाचारों के लिए @AIRNewsHindi को फॉलो करें!
Follow @AIRNewsUrdu for news updates in Urdu"
81,2021-09-16 01:21:26+00:00,airnewsalerts,#Punjab CM Captain Amarinder Singh orders high alert in the state following arrest of four more members of ISI-backed terrorist module involved in bid to blow up oil tanker with IED tiffin bomb last month.1842CapitalCDMX,['Punjab'],https://twitter.com/airnewsalerts/status/1438312036295905282,"Official account of News Services Division, All India Radio.

हिंदी के समाचारों के लिए @AIRNewsHindi को फॉलो करें!
Follow @AIRNewsUrdu for news updates in Urdu"
